-182.460, 78.403, 1.580,  1.765
-182.428, 78.361, 1.584,  1.798
-182.396, 78.318, 1.588,  1.831
-182.363, 78.276, 1.593,  1.864
-182.331, 78.233, 1.599,  1.897
-182.299, 78.189, 1.604,  1.930
-182.268, 78.146, 1.610,  1.963
-182.236, 78.102, 1.615,  1.996
-182.205, 78.058, 1.620,  2.029
-182.174, 78.014, 1.624,  2.062
-182.143, 77.969, 1.628,  2.095
-182.112, 77.924, 1.631,  2.128
-182.082, 77.879, 1.634,  2.161
-182.052, 77.833, 1.637,  2.194
-182.022, 77.787, 1.640,  2.227
-181.993, 77.741, 1.643,  2.260
-181.964, 77.694, 1.647,  2.293
-181.936, 77.647, 1.651,  2.326
-181.908, 77.600, 1.655,  2.359
-181.880, 77.552, 1.659,  2.392
-181.852, 77.504, 1.664,  2.425
-181.825, 77.455, 1.669,  2.458
-181.799, 77.406, 1.674,  2.491
-181.773, 77.356, 1.679,  2.524
-181.747, 77.306, 1.684,  2.557
-181.722, 77.255, 1.688,  2.590
-181.697, 77.205, 1.693,  2.623
-181.673, 77.153, 1.698,  2.656
-181.649, 77.101, 1.702,  2.689
-181.626, 77.049, 1.707,  2.722
-181.603, 76.996, 1.712,  2.755
-181.581, 76.943, 1.717,  2.788
-181.559, 76.889, 1.721,  2.821
-181.538, 76.835, 1.727,  2.854
-181.517, 76.781, 1.732,  2.887
-181.497, 76.726, 1.737,  2.920
-181.478, 76.671, 1.743,  2.953
-181.459, 76.615, 1.748,  2.986
-181.440, 76.559, 1.754,  3.019
-181.422, 76.502, 1.759,  3.052
-181.405, 76.445, 1.765,  3.085
-181.388, 76.388, 1.771,  3.118
-181.371, 76.330, 1.776,  3.151
-181.356, 76.272, 1.782,  3.184
-181.340, 76.214, 1.788,  3.217
-181.326, 76.155, 1.793,  3.250
-181.311, 76.096, 1.799,  3.283
-181.298, 76.036, 1.805,  3.316
-181.285, 75.976, 1.812,  3.349
-181.272, 75.916, 1.818,  3.382
-181.260, 75.855, 1.824,  3.415
-181.249, 75.794, 1.830,  3.448
-181.238, 75.733, 1.836,  3.481
-181.227, 75.672, 1.842,  3.514
-181.217, 75.610, 1.848,  3.547
-181.207, 75.548, 1.854,  3.580
-181.198, 75.485, 1.860,  3.613
-181.190, 75.423, 1.866,  3.646
-181.182, 75.360, 1.872,  3.679
-181.174, 75.297, 1.879,  3.712
-181.167, 75.234, 1.885,  3.745
-181.160, 75.170, 1.891,  3.778
-181.154, 75.106, 1.898,  3.811
-181.148, 75.042, 1.904,  3.844
-181.142, 74.978, 1.910,  3.877
-181.137, 74.913, 1.917,  3.910
-181.133, 74.848, 1.923,  3.943
-181.128, 74.783, 1.929,  3.976
-181.124, 74.718, 1.936,  4.009
-181.121, 74.653, 1.942,  4.042
-181.118, 74.587, 1.948,  4.075
-181.115, 74.521, 1.955,  4.108
-181.113, 74.455, 1.961,  4.141
-181.110, 74.389, 1.968,  4.174
-181.109, 74.322, 1.974,  4.207
-181.107, 74.256, 1.980,  4.240
-181.106, 74.189, 1.987,  4.273
-181.105, 74.122, 1.993,  4.306
-181.105, 74.055, 2.000,  4.339
-181.104, 73.987, 2.007,  4.372
-181.104, 73.919, 2.013,  4.405
-181.105, 73.852, 2.020,  4.438
-181.105, 73.784, 2.026,  4.471
-181.106, 73.715, 2.033,  4.504
-181.107, 73.647, 2.039,  4.537
-181.108, 73.578, 2.046,  4.570
-181.110, 73.510, 2.053,  4.603
-181.111, 73.441, 2.059,  4.636
-181.113, 73.371, 2.066,  4.669
-181.115, 73.302, 2.073,  4.702
-181.117, 73.232, 2.080,  4.735
-181.120, 73.163, 2.087,  4.768
-181.122, 73.093, 2.093,  4.801
-181.125, 73.022, 2.100,  4.834
-181.128, 72.952, 2.107,  4.867
-181.131, 72.881, 2.114,  4.900
-181.134, 72.811, 2.120,  4.933
-181.137, 72.739, 2.127,  4.966
-181.141, 72.668, 2.134,  4.999
-181.144, 72.597, 2.140,  5.032
-181.148, 72.525, 2.147,  5.065
-181.152, 72.453, 2.154,  5.098
-181.156, 72.381, 2.161,  5.131
-181.159, 72.309, 2.168,  5.164
-181.163, 72.237, 2.175,  5.197
-181.167, 72.164, 2.182,  5.230
-181.171, 72.091, 2.189,  5.263
-181.176, 72.018, 2.196,  5.296
-181.180, 71.945, 2.203,  5.329
-181.184, 71.871, 2.210,  5.362
-181.188, 71.797, 2.218,  5.395
-181.193, 71.723, 2.225,  5.428
-181.197, 71.649, 2.232,  5.461
-181.201, 71.574, 2.239,  5.494
-181.206, 71.500, 2.246,  5.527
-181.210, 71.425, 2.253,  5.560
-181.214, 71.350, 2.260,  5.593
-181.219, 71.274, 2.267,  5.626
-181.223, 71.198, 2.274,  5.659
-181.227, 71.123, 2.282,  5.692
-181.232, 71.046, 2.289,  5.725
-181.236, 70.970, 2.296,  5.758
-181.240, 70.893, 2.304,  5.791
-181.245, 70.817, 2.311,  5.824
-181.249, 70.739, 2.319,  5.857
-181.253, 70.662, 2.326,  5.890
-181.257, 70.584, 2.334,  5.923
-181.261, 70.507, 2.341,  5.956
-181.265, 70.428, 2.348,  5.989
-181.269, 70.350, 2.356,  6.022
-181.273, 70.271, 2.363,  6.055
-181.277, 70.193, 2.371,  6.088
-181.281, 70.114, 2.378,  6.121
-181.285, 70.034, 2.386,  6.154
-181.288, 69.955, 2.394,  6.187
-181.292, 69.875, 2.401,  6.220
-181.296, 69.795, 2.409,  6.253
-181.299, 69.714, 2.417,  6.286
-181.303, 69.633, 2.425,  6.319
-181.306, 69.552, 2.432,  6.352
-181.309, 69.471, 2.440,  6.385
-181.313, 69.390, 2.448,  6.418
-181.316, 69.308, 2.456,  6.451
-181.319, 69.226, 2.464,  6.484
-181.322, 69.144, 2.472,  6.517
-181.325, 69.061, 2.480,  6.550
-181.328, 68.978, 2.488,  6.583
-181.331, 68.895, 2.496,  6.616
-181.333, 68.812, 2.504,  6.649
-181.336, 68.728, 2.512,  6.682
-181.339, 68.645, 2.520,  6.715
-181.341, 68.560, 2.528,  6.748
-181.344, 68.476, 2.536,  6.781
-181.346, 68.391, 2.544,  6.814
-181.348, 68.306, 2.552,  6.847
-181.351, 68.221, 2.560,  6.880
-181.353, 68.136, 2.569,  6.913
-181.355, 68.050, 2.577,  6.946
-181.357, 67.964, 2.585,  6.979
-181.359, 67.877, 2.593,  7.012
-181.361, 67.791, 2.602,  7.045
-181.363, 67.704, 2.610,  7.078
-181.364, 67.617, 2.619,  7.111
-181.366, 67.529, 2.627,  7.144
-181.368, 67.441, 2.635,  7.177
-181.369, 67.353, 2.644,  7.210
-181.371, 67.265, 2.652,  7.243
-181.372, 67.176, 2.661,  7.276
-181.373, 67.087, 2.669,  7.309
-181.375, 66.998, 2.678,  7.342
-181.376, 66.909, 2.687,  7.375
-181.377, 66.819, 2.695,  7.408
-181.378, 66.729, 2.704,  7.441
-181.379, 66.639, 2.713,  7.474
-181.380, 66.548, 2.722,  7.507
-181.381, 66.457, 2.730,  7.540
-181.382, 66.366, 2.739,  7.573
-181.383, 66.274, 2.748,  7.606
-181.384, 66.182, 2.757,  7.639
-181.385, 66.090, 2.766,  7.672
-181.385, 65.998, 2.775,  7.705
-181.386, 65.905, 2.784,  7.738
-181.387, 65.812, 2.793,  7.771
-181.387, 65.719, 2.802,  7.804
-181.388, 65.625, 2.811,  7.837
-181.388, 65.531, 2.820,  7.870
-181.389, 65.437, 2.829,  7.903
-181.389, 65.343, 2.838,  7.936
-181.389, 65.248, 2.847,  7.969
-181.390, 65.153, 2.857,  8.002
-181.390, 65.057, 2.866,  8.035
-181.390, 64.961, 2.875,  8.068
-181.390, 64.865, 2.884,  8.101
-181.391, 64.769, 2.894,  8.134
-181.391, 64.672, 2.903,  8.167
-181.391, 64.575, 2.912,  8.200
-181.391, 64.478, 2.921,  8.233
-181.391, 64.380, 2.931,  8.266
-181.391, 64.282, 2.940,  8.299
-181.391, 64.184, 2.950,  8.332
-181.391, 64.086, 2.959,  8.365
-181.391, 63.987, 2.969,  8.398
-181.391, 63.887, 2.979,  8.431
-181.391, 63.788, 2.988,  8.464
-181.391, 63.688, 2.998,  8.497
-181.391, 63.588, 3.007,  8.530
-181.391, 63.487, 3.017,  8.563
-181.391, 63.387, 3.027,  8.596
-181.391, 63.285, 3.037,  8.629
-181.391, 63.184, 3.047,  8.662
-181.391, 63.082, 3.057,  8.695
-181.391, 62.980, 3.067,  8.728
-181.391, 62.877, 3.077,  8.761
-181.390, 62.775, 3.087,  8.794
-181.390, 62.672, 3.097,  8.827
-181.390, 62.568, 3.106,  8.860
-181.390, 62.464, 3.116,  8.893
-181.390, 62.360, 3.126,  8.926
-181.390, 62.256, 3.137,  8.959
-181.389, 62.151, 3.147,  8.992
-181.389, 62.046, 3.157,  9.025
-181.389, 61.940, 3.167,  9.058
-181.389, 61.834, 3.177,  9.091
-181.389, 61.728, 3.188,  9.124
-181.389, 61.622, 3.198,  9.157
-181.388, 61.515, 3.208,  9.190
-181.388, 61.408, 3.219,  9.223
-181.388, 61.300, 3.229,  9.256
-181.388, 61.192, 3.240,  9.289
-181.388, 61.084, 3.250,  9.322
-181.388, 60.975, 3.261,  9.355
-181.387, 60.866, 3.271,  9.388
-181.387, 60.757, 3.282,  9.421
-181.387, 60.647, 3.293,  9.454
-181.387, 60.537, 3.303,  9.487
-181.387, 60.427, 3.314,  9.520
-181.387, 60.316, 3.325,  9.553
-181.386, 60.205, 3.336,  9.586
-181.386, 60.094, 3.346,  9.619
-181.386, 59.982, 3.357,  9.652
-181.386, 59.870, 3.368,  9.685
-181.386, 59.757, 3.379,  9.718
-181.386, 59.644, 3.390,  9.751
-181.386, 59.531, 3.401,  9.784
-181.386, 59.417, 3.412,  9.817
-181.385, 59.303, 3.423,  9.850
-181.385, 59.189, 3.434,  9.883
-181.385, 59.074, 3.445,  9.916
-181.385, 58.959, 3.456,  9.949
-181.385, 58.843, 3.468,  9.982
-181.385, 58.728, 3.479, 10.015
-181.385, 58.611, 3.490, 10.048
-181.385, 58.495, 3.502, 10.081
-181.385, 58.378, 3.513, 10.114
-181.385, 58.260, 3.525, 10.147
-181.385, 58.143, 3.536, 10.180
-181.385, 58.024, 3.548, 10.213
-181.385, 57.906, 3.559, 10.246
-181.385, 57.787, 3.571, 10.279
-181.385, 57.668, 3.582, 10.312
-181.385, 57.548, 3.594, 10.345
-181.385, 57.428, 3.605, 10.378
-181.385, 57.307, 3.617, 10.411
-181.385, 57.187, 3.628, 10.444
-181.385, 57.065, 3.640, 10.477
-181.385, 56.944, 3.652, 10.510
-181.385, 56.822, 3.665, 10.543
-181.385, 56.699, 3.677, 10.576
-181.385, 56.576, 3.689, 10.609
-181.385, 56.453, 3.701, 10.642
-181.385, 56.329, 3.713, 10.675
-181.385, 56.205, 3.725, 10.708
-181.385, 56.081, 3.737, 10.741
-181.385, 55.956, 3.749, 10.774
-181.385, 55.831, 3.761, 10.807
-181.385, 55.705, 3.773, 10.840
-181.385, 55.579, 3.785, 10.873
-181.385, 55.452, 3.798, 10.906
-181.385, 55.326, 3.810, 10.939
-181.385, 55.198, 3.822, 10.972
-181.385, 55.070, 3.835, 11.005
-181.386, 54.942, 3.848, 11.038
-181.386, 54.814, 3.860, 11.071
-181.386, 54.685, 3.873, 11.104
-181.386, 54.555, 3.885, 11.137
-181.386, 54.426, 3.898, 11.170
-181.386, 54.295, 3.910, 11.203
-181.386, 54.165, 3.923, 11.236
-181.386, 54.034, 3.935, 11.269
-181.386, 53.902, 3.948, 11.302
-181.386, 53.770, 3.961, 11.335
-181.387, 53.638, 3.974, 11.368
-181.387, 53.505, 3.986, 11.401
-181.387, 53.372, 3.999, 11.434
-181.387, 53.238, 4.012, 11.467
-181.387, 53.104, 4.025, 11.500
-181.387, 52.970, 4.038, 11.533
-181.387, 52.835, 4.051, 11.566
-181.387, 52.699, 4.064, 11.599
-181.387, 52.563, 4.078, 11.632
-181.388, 52.427, 4.091, 11.665
-181.388, 52.291, 4.104, 11.698
-181.388, 52.153, 4.117, 11.731
-181.388, 52.016, 4.130, 11.764
-181.388, 51.878, 4.144, 11.797
-181.388, 51.739, 4.157, 11.830
-181.388, 51.600, 4.171, 11.863
-181.388, 51.461, 4.184, 11.896
-181.389, 51.321, 4.198, 11.929
-181.389, 51.181, 4.212, 11.962
-181.389, 51.040, 4.225, 11.995
-181.389, 50.899, 4.239, 12.028
-181.389, 50.757, 4.252, 12.061
-181.389, 50.615, 4.266, 12.094
-181.389, 50.473, 4.280, 12.127
-181.389, 50.330, 4.293, 12.160
-181.389, 50.186, 4.307, 12.193
-181.389, 50.042, 4.321, 12.226
-181.390, 49.898, 4.335, 12.259
-181.390, 49.753, 4.349, 12.292
-181.390, 49.608, 4.363, 12.325
-181.390, 49.462, 4.378, 12.358
-181.390, 49.316, 4.392, 12.391
-181.390, 49.169, 4.406, 12.424
-181.390, 49.022, 4.420, 12.457
-181.390, 48.874, 4.435, 12.490
-181.390, 48.726, 4.449, 12.523
-181.390, 48.577, 4.463, 12.556
-181.390, 48.428, 4.478, 12.589
-181.390, 48.278, 4.493, 12.622
-181.390, 48.128, 4.507, 12.655
-181.391, 47.978, 4.522, 12.688
-181.391, 47.827, 4.536, 12.721
-181.391, 47.675, 4.551, 12.754
-181.391, 47.523, 4.566, 12.787
-181.391, 47.370, 4.580, 12.820
-181.391, 47.217, 4.595, 12.853
-181.391, 47.064, 4.610, 12.886
-181.391, 46.910, 4.625, 12.919
-181.391, 46.755, 4.640, 12.952
-181.391, 46.600, 4.655, 12.985
-181.391, 46.445, 4.670, 13.018
-181.391, 46.288, 4.685, 13.051
-181.391, 46.132, 4.701, 13.084
-181.391, 45.975, 4.716, 13.117
-181.391, 45.817, 4.731, 13.150
-181.391, 45.659, 4.746, 13.183
-181.391, 45.501, 4.762, 13.216
-181.391, 45.341, 4.777, 13.249
-181.391, 45.182, 4.793, 13.282
-181.391, 45.022, 4.808, 13.315
-181.392, 44.861, 4.824, 13.348
-181.392, 44.700, 4.840, 13.381
-181.392, 44.538, 4.855, 13.414
-181.392, 44.376, 4.871, 13.447
-181.392, 44.213, 4.887, 13.480
-181.392, 44.050, 4.902, 13.513
-181.392, 43.886, 4.918, 13.546
-181.392, 43.722, 4.934, 13.579
-181.392, 43.557, 4.950, 13.612
-181.392, 43.391, 4.966, 13.645
-181.392, 43.225, 4.982, 13.678
-181.392, 43.059, 4.999, 13.711
-181.392, 42.892, 5.015, 13.744
-181.392, 42.724, 5.032, 13.777
-181.392, 42.556, 5.048, 13.810
-181.392, 42.387, 5.064, 13.843
-181.392, 42.218, 5.081, 13.876
-181.392, 42.048, 5.098, 13.909
-181.392, 41.878, 5.113, 13.942
-181.392, 41.708, 5.119, 13.975
-181.392, 41.538, 5.105, 14.008
-181.392, 41.368, 5.089, 14.041
-181.391, 41.199, 5.081, 14.074
-181.391, 41.030, 5.082, 14.107
-181.391, 40.860, 5.093, 14.140
-181.391, 40.690, 5.117, 14.173
-181.391, 40.518, 5.153, 14.206
-181.391, 40.345, 5.200, 14.239
-181.391, 40.170, 5.253, 14.272
-181.391, 39.993, 5.310, 14.305
-181.391, 39.814, 5.364, 14.338
-181.391, 39.634, 5.409, 14.371
-181.391, 39.453, 5.443, 14.404
-181.391, 39.271, 5.464, 14.437
-181.391, 39.088, 5.472, 14.470
-181.391, 38.906, 5.471, 14.503
-181.391, 38.724, 5.463, 14.536
-181.391, 38.543, 5.451, 14.569
-181.391, 38.362, 5.438, 14.602
-181.391, 38.181, 5.427, 14.635
-181.391, 38.001, 5.421, 14.668
-181.391, 37.820, 5.423, 14.701
-181.390, 37.639, 5.433, 14.734
-181.390, 37.458, 5.453, 14.767
-181.390, 37.275, 5.483, 14.800
-181.390, 37.091, 5.522, 14.833
-181.390, 36.906, 5.568, 14.866
-181.390, 36.719, 5.617, 14.899
-181.390, 36.530, 5.666, 14.932
-181.390, 36.340, 5.709, 14.965
-181.390, 36.148, 5.743, 14.998
-181.390, 35.956, 5.767, 15.031
-181.390, 35.764, 5.781, 15.064
-181.389, 35.571, 5.786, 15.097
-181.389, 35.379, 5.784, 15.130
-181.389, 35.186, 5.778, 15.163
-181.389, 34.994, 5.772, 15.196
-181.389, 34.802, 5.767, 15.229
-181.389, 34.610, 5.767, 15.262
-181.389, 34.418, 5.773, 15.295
-181.389, 34.225, 5.786, 15.328
-181.388, 34.032, 5.807, 15.361
-181.388, 33.837, 5.837, 15.394
-181.388, 33.642, 5.874, 15.427
-181.388, 33.445, 5.917, 15.460
-181.388, 33.246, 5.961, 15.493
-181.388, 33.046, 6.005, 15.526
-181.388, 32.845, 6.043, 15.559
-181.388, 32.643, 6.074, 15.592
-181.387, 32.440, 6.096, 15.625
-181.387, 32.236, 6.110, 15.658
-181.387, 32.033, 6.115, 15.691
-181.387, 31.829, 6.116, 15.724
-181.387, 31.625, 6.115, 15.757
-181.387, 31.422, 6.114, 15.790
-181.386, 31.218, 6.115, 15.823
-181.386, 31.014, 6.122, 15.856
-181.386, 30.810, 6.134, 15.889
-181.386, 30.605, 6.154, 15.922
-181.386, 30.400, 6.181, 15.955
-181.385, 30.193, 6.215, 15.988
-181.385, 29.984, 6.254, 16.021
-181.385, 29.775, 6.296, 16.054
-181.385, 29.564, 6.338, 16.087
-181.385, 29.351, 6.377, 16.120
-181.384, 29.138, 6.410, 16.153
-181.384, 28.923, 6.434, 16.186
-181.384, 28.709, 6.449, 16.219
-181.384, 28.494, 6.457, 16.252
-181.383, 28.279, 6.460, 16.285
-181.383, 28.063, 6.461, 16.318
-181.383, 27.848, 6.462, 16.351
-181.383, 27.633, 6.466, 16.384
-181.383, 27.417, 6.476, 16.417
-181.382, 27.201, 6.492, 16.450
-181.382, 26.984, 6.515, 16.483
-181.382, 26.767, 6.546, 16.516
-181.382, 26.547, 6.583, 16.549
-181.381, 26.327, 6.625, 16.582
-181.381, 26.105, 6.669, 16.615
-181.381, 25.881, 6.711, 16.648
-181.380, 25.656, 6.746, 16.681
-181.380, 25.431, 6.774, 16.714
-181.380, 25.205, 6.793, 16.747
-181.380, 24.978, 6.804, 16.780
-181.379, 24.751, 6.809, 16.813
-181.379, 24.524, 6.811, 16.846
-181.379, 24.298, 6.813, 16.879
-181.378, 24.071, 6.817, 16.912
-181.378, 23.843, 6.827, 16.945
-181.378, 23.616, 6.844, 16.978
-181.378, 23.387, 6.869, 17.011
-181.377, 23.157, 6.902, 17.044
-181.377, 22.926, 6.940, 17.077
-181.377, 22.693, 6.983, 17.110
-181.376, 22.459, 7.026, 17.143
-181.376, 22.224, 7.066, 17.176
-181.376, 21.988, 7.100, 17.209
-181.375, 21.750, 7.128, 17.242
-181.375, 21.512, 7.148, 17.275
-181.374, 21.274, 7.161, 17.308
-181.374, 21.035, 7.169, 17.341
-181.374, 20.796, 7.175, 17.374
-181.373, 20.557, 7.181, 17.407
-181.373, 20.317, 7.189, 17.440
-181.373, 20.078, 7.203, 17.473
-181.372, 19.837, 7.222, 17.506
-181.372, 19.596, 7.249, 17.539
-181.372, 19.353, 7.281, 17.572
-181.371, 19.110, 7.319, 17.605
-181.371, 18.865, 7.358, 17.638
-181.370, 18.618, 7.398, 17.671
-181.370, 18.370, 7.436, 17.704
-181.369, 18.122, 7.469, 17.737
-181.369, 17.872, 7.496, 17.770
-181.369, 17.621, 7.518, 17.803
-181.368, 17.370, 7.535, 17.836
-181.368, 17.119, 7.548, 17.869
-181.367, 16.867, 7.560, 17.902
-181.367, 16.615, 7.572, 17.935
-181.366, 16.363, 7.586, 17.968
-181.366, 16.109, 7.604, 18.001
-181.365, 15.855, 7.626, 18.034
-181.365, 15.600, 7.653, 18.067
-181.365, 15.345, 7.683, 18.100
-181.364, 15.088, 7.717, 18.133
-181.364, 14.829, 7.753, 18.166
-181.363, 14.570, 7.788, 18.199
-181.363, 14.309, 7.822, 18.232
-181.362, 14.048, 7.854, 18.265
-181.362, 13.785, 7.882, 18.298
-181.361, 13.522, 7.907, 18.331
-181.361, 13.258, 7.929, 18.364
-181.360, 12.993, 7.948, 18.397
-181.359, 12.728, 7.967, 18.430
-181.359, 12.462, 7.985, 18.463
-181.358, 12.195, 8.004, 18.496
-181.358, 11.928, 8.025, 18.529
-181.357, 11.660, 8.049, 18.562
-181.357, 11.391, 8.075, 18.595
-181.356, 11.121, 8.105, 18.628
-181.356, 10.850, 8.136, 18.661
-181.355, 10.578, 8.168, 18.694
-181.354, 10.305, 8.201, 18.727
-181.354, 10.030, 8.234, 18.760
-181.353, 9.755, 8.266, 18.793
-181.353, 9.479, 8.295, 18.826
-181.352, 9.202, 8.323, 18.859
-181.351, 8.923, 8.349, 18.892
-181.351, 8.645, 8.373, 18.925
-181.350, 8.365, 8.396, 18.958
-181.349, 8.085, 8.418, 18.991
-181.349, 7.803, 8.441, 19.024
-181.348, 7.521, 8.465, 19.057
-181.347, 7.239, 8.490, 19.090
-181.347, 6.955, 8.517, 19.123
-181.346, 6.670, 8.546, 19.156
-181.345, 6.385, 8.577, 19.189
-181.345, 6.098, 8.608, 19.222
-181.344, 5.810, 8.641, 19.255
-181.343, 5.521, 8.673, 19.288
-181.343, 5.231, 8.705, 19.321
-181.342, 4.940, 8.736, 19.354
-181.341, 4.648, 8.766, 19.387
-181.340, 4.355, 8.795, 19.420
-181.340, 4.062, 8.822, 19.453
-181.339, 3.767, 8.848, 19.486
-181.338, 3.471, 8.874, 19.519
-181.337, 3.175, 8.900, 19.552
-181.337, 2.878, 8.926, 19.585
-181.336, 2.579, 8.953, 19.618
-181.335, 2.280, 8.981, 19.651
-181.334, 1.980, 9.010, 19.684
-181.334, 1.679, 9.041, 19.717
-181.333, 1.377, 9.072, 19.750
-181.332, 1.074, 9.105, 19.783
-181.331, 0.769, 9.137, 19.816
-181.330, 0.464, 9.170, 19.849
-181.329, 0.157, 9.203, 19.882
-181.329, -0.150, 9.234, 19.915
-181.328, -0.459, 9.265, 19.948
-181.327, -0.768, 9.295, 19.981
-181.326, -1.079, 9.325, 20.014
-181.325, -1.391, 9.353, 20.047
-181.324, -1.703, 9.382, 20.080
-181.323, -2.016, 9.411, 20.113
-181.322, -2.331, 9.439, 20.146
-181.322, -2.646, 9.469, 20.179
-181.321, -2.963, 9.499, 20.212
-181.320, -3.280, 9.530, 20.245
-181.319, -3.599, 9.563, 20.278
-181.318, -3.918, 9.595, 20.311
-181.317, -4.239, 9.629, 20.344
-181.316, -4.561, 9.662, 20.377
-181.315, -4.884, 9.696, 20.410
-181.314, -5.208, 9.729, 20.443
-181.313, -5.533, 9.762, 20.476
-181.312, -5.859, 9.795, 20.509
-181.311, -6.186, 9.827, 20.542
-181.310, -6.515, 9.858, 20.575
-181.309, -6.844, 9.890, 20.608
-181.308, -7.175, 9.921, 20.641
-181.307, -7.506, 9.952, 20.674
-181.306, -7.839, 9.983, 20.707
-181.305, -8.172, 10.015, 20.740
-181.304, -8.507, 10.047, 20.773
-181.303, -8.843, 10.080, 20.806
-181.302, -9.179, 10.114, 20.839
-181.300, -9.517, 10.148, 20.872
-181.299, -9.857, 10.183, 20.905
-181.298, -10.197, 10.217, 20.938
-181.297, -10.538, 10.252, 20.971
-181.296, -10.881, 10.287, 21.004
-181.295, -11.225, 10.322, 21.037
-181.294, -11.570, 10.356, 21.070
-181.292, -11.916, 10.390, 21.103
-181.291, -12.263, 10.424, 21.136
-181.290, -12.611, 10.458, 21.169
-181.289, -12.961, 10.491, 21.202
-181.288, -13.311, 10.525, 21.235
-181.287, -13.663, 10.558, 21.268
-181.285, -14.016, 10.592, 21.301
-181.284, -14.370, 10.626, 21.334
-181.283, -14.725, 10.661, 21.367
-181.282, -15.081, 10.697, 21.400
-181.280, -15.438, 10.732, 21.433
-181.279, -15.797, 10.768, 21.466
-181.278, -16.157, 10.805, 21.499
-181.276, -16.518, 10.842, 21.532
-181.275, -16.880, 10.878, 21.565
-181.274, -17.244, 10.915, 21.598
-181.272, -17.609, 10.951, 21.631
-181.271, -17.975, 10.988, 21.664
-181.270, -18.342, 11.024, 21.697
-181.268, -18.710, 11.059, 21.730
-181.267, -19.080, 11.095, 21.763
-181.266, -19.451, 11.131, 21.796
-181.264, -19.822, 11.167, 21.829
-181.263, -20.196, 11.203, 21.862
-181.261, -20.570, 11.240, 21.895
-181.260, -20.946, 11.277, 21.928
-181.258, -21.322, 11.314, 21.961
-181.257, -21.700, 11.351, 21.994
-181.255, -22.080, 11.389, 22.027
-181.254, -22.460, 11.427, 22.060
-181.252, -22.842, 11.466, 22.093
-181.251, -23.225, 11.504, 22.126
-181.249, -23.610, 11.543, 22.159
-181.248, -23.996, 11.582, 22.192
-181.246, -24.383, 11.620, 22.225
-181.245, -24.771, 11.659, 22.258
-181.243, -25.161, 11.697, 22.291
-181.242, -25.552, 11.736, 22.324
-181.240, -25.944, 11.774, 22.357
-181.238, -26.337, 11.813, 22.390
-181.237, -26.732, 11.851, 22.423
-181.235, -27.128, 11.890, 22.456
-181.233, -27.525, 11.929, 22.489
-181.232, -27.924, 11.968, 22.522
-181.230, -28.324, 12.008, 22.555
-181.228, -28.725, 12.048, 22.588
-181.227, -29.128, 12.088, 22.621
-181.225, -29.532, 12.129, 22.654
-181.223, -29.937, 12.169, 22.687
-181.222, -30.344, 12.210, 22.720
-181.220, -30.752, 12.251, 22.753
-181.218, -31.161, 12.292, 22.786
-181.216, -31.572, 12.333, 22.819
-181.214, -31.984, 12.374, 22.852
-181.213, -32.397, 12.415, 22.885
-181.211, -32.812, 12.455, 22.918
-181.209, -33.229, 12.496, 22.951
-181.207, -33.646, 12.537, 22.984
-181.205, -34.065, 12.578, 23.017
-181.203, -34.485, 12.619, 23.050
